titulo,preco,rating,disponibilidade,categoria,imagem_url,id
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",10.41,4,In stock,Food and Drink,https://books.toscrape.com/media/cache/f3/b9/f3b94d63844537271e86565071e5d716.jpg,495
Modern Day Fables,47.44,2,In stock,Fiction,https://books.toscrape.com/media/cache/79/40/79405be1357e2576e7f4b307600be914.jpg,496
If I Gave You God's Phone Number....: Searching for Spirituality in America,20.91,1,In stock,Default,https://books.toscrape.com/media/cache/87/fe/87fe3f7f3f62c1b1b81890578c9cf294.jpg,497
"Fruits Basket, Vol. 9 (Fruits Basket #9)",33.95,4,In stock,Default,https://books.toscrape.com/media/cache/7c/ea/7cea6ff4f6f1427739b136db35fbfad4.jpg,498
Dress Your Family in Corduroy and Denim,43.68,3,In stock,Default,https://books.toscrape.com/media/cache/df/14/df1418baa09e00b877be35066084c9dc.jpg,499
Don't Forget Steven,33.23,1,In stock,Default,https://books.toscrape.com/media/cache/e7/75/e775bf9ea6343b2ee0be5166bb445bd2.jpg,500
The Barefoot Contessa Cookbook,59.92,5,In stock,Add a comment,https://books.toscrape.com/media/cache/dd/07/dd07bd0c443756b9dc260813c1949b4f.jpg,501
Tell the Wolves I'm Home,50.96,2,In stock,Mystery,https://books.toscrape.com/media/cache/f9/72/f972e744117c9d4b5fefb3410c0e9f7c.jpg,502
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.6,3,In stock,Default,https://books.toscrape.com/media/cache/31/b0/31b0e0a42826b326e43235beb8ddd783.jpg,503
Pride and Prejudice,19.27,4,In stock,Young Adult,https://books.toscrape.com/media/cache/c8/09/c80991f861675b6e75dc7f2f6a50e5a0.jpg,504
Musicophilia: Tales of Music and the Brain,46.58,1,In stock,Food and Drink,https://books.toscrape.com/media/cache/02/66/02667c5b8f5a5e9e45c0799518f086ca.jpg,505
Mere Christianity,48.51,3,In stock,Sequential Art,https://books.toscrape.com/media/cache/d2/90/d29093abd0b9d5258e2e08b731778158.jpg,506
Me Before You (Me Before You #1),19.02,1,In stock,Food and Drink,https://books.toscrape.com/media/cache/a2/cd/a2cd0016b37c0407059147e58e14afe5.jpg,507
In the Woods (Dublin Murder Squad #1),38.38,2,In stock,Thriller,https://books.toscrape.com/media/cache/24/a1/24a175dac7cb91ff26e2d723cdc6e098.jpg,508
In Cold Blood,49.98,4,In stock,Nonfiction,https://books.toscrape.com/media/cache/eb/4e/eb4ea9c04dccab509451ba31feb6b4e8.jpg,509
How to Stop Worrying and Start Living,46.49,5,In stock,History,https://books.toscrape.com/media/cache/4f/08/4f08f7948770912e4e340e10caa604cb.jpg,510
Give It Back,18.32,2,In stock,Add a comment,https://books.toscrape.com/media/cache/8b/7c/8b7c73e075cc687b6890dc0dca9fcbcc.jpg,511
"Girl, Interrupted",42.14,3,In stock,Nonfiction,https://books.toscrape.com/media/cache/f9/ec/f9ec97bd8b29cc4e36d6c2b093d04709.jpg,512
Fun Home: A Family Tragicomic,56.59,4,In stock,Add a comment,https://books.toscrape.com/media/cache/54/ae/54ae8233e8422676c241d1cea0b67f1d.jpg,513
"Fruits Basket, Vol. 6 (Fruits Basket #6)",20.96,4,In stock,Psychology,https://books.toscrape.com/media/cache/94/1a/941a14dec32f0a949c38a325a715c138.jpg,514
Deception Point,40.32,4,In stock,Fiction,https://books.toscrape.com/media/cache/fa/2d/fa2d3198b7ba9785e0edd6f41b84d72b.jpg,515
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",36.39,3,In stock,Fiction,https://books.toscrape.com/media/cache/07/5c/075c210f5ce43b84d29646a54529d1bd.jpg,516
Catherine the Great: Portrait of a Woman,58.55,4,In stock,Travel,https://books.toscrape.com/media/cache/72/f1/72f13b8f069d3a018d2c378be5a1de20.jpg,517
Better Homes and Gardens New Cook Book,39.61,3,In stock,Self Help,https://books.toscrape.com/media/cache/75/82/7582e20b84f603358a8d55cd6a0a50f4.jpg,518
An Unquiet Mind: A Memoir of Moods and Madness,21.3,3,In stock,Sequential Art,https://books.toscrape.com/media/cache/00/29/002924b764dc367dcaa3486fa4c0aa0b.jpg,519
A Year in Provence (Provence #1),56.88,4,In stock,Default,https://books.toscrape.com/media/cache/db/46/db46159b05faa5d95262112bf9c29ddd.jpg,520
Benjamin Franklin: An American Life,48.19,3,In stock,Add a comment,https://books.toscrape.com/media/cache/25/f8/25f869fa75340fca0fc2a68e8a0412a1.jpg,521
"At The Existentialist Caf̩: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,5,In stock,Philosophy,https://books.toscrape.com/media/cache/de/76/de76d5c473c358bd41c03cf710692bfb.jpg,522
A Summer In Europe,44.34,2,In stock,Poetry,https://books.toscrape.com/media/cache/4e/15/4e15150388702ebca2c5a523ac270539.jpg,523
A Short History of Nearly Everything,52.4,5,In stock,Default,https://books.toscrape.com/media/cache/3c/f6/3cf646523ff7fb8647c500d6325cfcaf.jpg,524
A Gathering of Shadows (Shades of Magic #2),44.81,4,In stock,Travel,https://books.toscrape.com/media/cache/48/b2/48b20fcc9ab722729de2c4da3d4de26e.jpg,525
The Sound Of Love,57.84,5,In stock,Default,https://books.toscrape.com/media/cache/4e/3a/4e3a151bbe2629a55df09fd318fdeb0a.jpg,526
The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,2,In stock,Fantasy,https://books.toscrape.com/media/cache/e1/02/e102cefae5bb523bc67eb6b49bc18b5d.jpg,527
The Perks of Being a Wallflower,55.02,3,In stock,Default,https://books.toscrape.com/media/cache/ca/5b/ca5b33c09daab4667ed37b330de889bd.jpg,528
The Mysterious Affair at Styles (Hercule Poirot #1),24.8,4,In stock,History,https://books.toscrape.com/media/cache/32/94/3294e5eaf73a37958583483fc9a90f04.jpg,529
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,59.45,4,In stock,Default,https://books.toscrape.com/media/cache/92/fe/92fe1c1823653412fe68be2c525dfc3a.jpg,530
The Makings of a Fatherless Child,31.58,2,In stock,Default,https://books.toscrape.com/media/cache/6f/6c/6f6c7560e254f8242f86ef048f1ba7b3.jpg,531
The Joy of Cooking,43.27,4,In stock,Nonfiction,https://books.toscrape.com/media/cache/05/8e/058ebff59d12ebe40df1844bedd9366b.jpg,532
The Invention of Wings,37.34,1,In stock,Add a comment,https://books.toscrape.com/media/cache/62/fa/62fa1e72f06f05762db5d9cedf654153.jpg,533
The Hobbit (Middle-Earth Universe),17.8,5,In stock,Historical Fiction,https://books.toscrape.com/media/cache/8b/d3/8bd38de5367fc675467431f343862569.jpg,534
The Great Railway Bazaar,30.54,1,In stock,Add a comment,https://books.toscrape.com/media/cache/76/de/76de41867f323d7f1f4fbe2fdfc1b2ba.jpg,535
The Golden Compass (His Dark Materials #1),18.77,1,In stock,Historical,https://books.toscrape.com/media/cache/e7/9f/e79f81bfea1cb8b0503db022b64da713.jpg,536
The God Delusion,46.85,3,In stock,Travel,https://books.toscrape.com/media/cache/36/64/36643d44134c8a227988927013805e61.jpg,537
The Girl You Left Behind (The Girl You Left Behind #1),15.79,1,In stock,Biography,https://books.toscrape.com/media/cache/d0/b6/d0b6d59c0662dcbd15d47add40af1ebd.jpg,538
The Fellowship of the Ring (The Lord of the Rings #1),10.27,2,In stock,Mystery,https://books.toscrape.com/media/cache/ed/75/ed75000b92734d99b76a17954857327c.jpg,539
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,5,In stock,History,https://books.toscrape.com/media/cache/7e/93/7e934132cd03486649fb492fe702f704.jpg,540
The Story of Art,41.14,4,In stock,Art,https://books.toscrape.com/media/cache/bb/36/bb364a10868756d1c0877c928b43b533.jpg,541
The Origin of Species,10.01,4,In stock,Mystery,https://books.toscrape.com/media/cache/da/0d/da0d13699a090516502257a4d7da623f.jpg,542
The Great Gatsby,36.05,4,In stock,Science,https://books.toscrape.com/media/cache/28/cb/28cb7a5e23c1339a0d6aafd5e7e190d6.jpg,543
The Good Girl,49.03,3,In stock,Default,https://books.toscrape.com/media/cache/e2/71/e2718be90a081b33d2606a386b073998.jpg,544
The Glass Castle,16.24,1,In stock,Add a comment,https://books.toscrape.com/media/cache/e0/e9/e0e97d416322d9728df7d9e589d6a998.jpg,545
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,1,In stock,Biography,https://books.toscrape.com/media/cache/cc/a4/cca4e6a4cd5c207e7ce7d992ff464c3b.jpg,546
The Drowning Girls,35.67,3,In stock,Default,https://books.toscrape.com/media/cache/f5/d9/f5d90537f3bed5ad7c8971190beb0730.jpg,547
The Constant Princess (The Tudor Court #1),16.62,3,In stock,Childrens,https://books.toscrape.com/media/cache/fc/80/fc80b999ff4b8ef24b7071f62d2bf6d1.jpg,548
The Bourne Identity (Jason Bourne #1),42.78,4,In stock,Art,https://books.toscrape.com/media/cache/40/8d/408d93b27ce8c9cfb3bf66c17e9a54ab.jpg,549
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),52.3,5,In stock,Default,https://books.toscrape.com/media/cache/95/d7/95d7541679fcbd579b8a4f2b47231aaf.jpg,550
The Art Book,32.34,2,In stock,Childrens,https://books.toscrape.com/media/cache/99/51/99511f4da1a4a2114e2ed12e6ba17b65.jpg,551
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,4,In stock,Fiction,https://books.toscrape.com/media/cache/c9/c3/c9c3d568ff6ddb98bde01c9d0b1d920a.jpg,552
Team of Rivals: The Political Genius of Abraham Lincoln,20.12,5,In stock,Fiction,https://books.toscrape.com/media/cache/56/75/567575381760b5c1ec018d10d350fc5f.jpg,553
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.9,2,In stock,Default,https://books.toscrape.com/media/cache/5f/17/5f17f0e06d7d67717eff3833d309a233.jpg,554
"Sit, Stay, Love",20.9,3,In stock,Romance,https://books.toscrape.com/media/cache/8e/40/8e408552c2e7ee81cd60c03c79f604af.jpg,555
Sister Dear,40.2,4,In stock,Add a comment,https://books.toscrape.com/media/cache/fa/57/fa570b7a0fb42252f61e1e750c79d417.jpg,556
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,3,In stock,Business,https://books.toscrape.com/media/cache/4f/1e/4f1ece2500f8dbacecca42d57befca03.jpg,557
"Rich Dad, Poor Dad",51.74,1,In stock,Childrens,https://books.toscrape.com/media/cache/18/f4/18f45d31e3892fee589e23f15d759ee3.jpg,558
Raymie Nightingale,34.41,2,In stock,Historical Fiction,https://books.toscrape.com/media/cache/8f/66/8f66ec46e671d6fca79649c10c7c8f8a.jpg,559
Playing from the Heart,32.38,1,In stock,Add a comment,https://books.toscrape.com/media/cache/1c/eb/1cebdf525ebe970a1dc3c5a8c50eae6b.jpg,560
Roller Girl,14.1,5,In stock,Nonfiction,https://books.toscrape.com/media/cache/b8/bd/b8bd3e5bc547c7c851689a844c9db429.jpg,561
Rising Strong,21.82,3,In stock,Young Adult,https://books.toscrape.com/media/cache/3b/f3/3bf3c719382c03984ab9766803bed964.jpg,562
Proofs of God: Classical Arguments from Tertullian to Barth,54.21,1,In stock,Music,https://books.toscrape.com/media/cache/3f/ef/3fef12d9da503693af12997c0ea0897f.jpg,563
Please Kill Me: The Uncensored Oral History of Punk,31.19,4,In stock,Nonfiction,https://books.toscrape.com/media/cache/06/f1/06f185c0be2ad6e2fe059464c03f1b47.jpg,564
Out of Print: City Lights Spotlight No. 14,53.64,5,In stock,Nonfiction,https://books.toscrape.com/media/cache/93/d5/93d5c64abfad9ed6a0cb2e26f19f1a1e.jpg,565
My Life Next Door (My Life Next Door ),36.39,5,In stock,Fiction,https://books.toscrape.com/media/cache/98/00/98001a78a78ab77027145ff586d64431.jpg,566
Miller's Valley,58.54,2,In stock,Default,https://books.toscrape.com/media/cache/dc/1a/dc1a54201eff16a11e7d84eef5ea36c7.jpg,567
Man's Search for Meaning,29.48,3,In stock,Nonfiction,https://books.toscrape.com/media/cache/ed/ff/edffa2eec8d96b8ddcd53d5c2eff8453.jpg,568
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",25.06,2,In stock,Philosophy,https://books.toscrape.com/media/cache/6d/1b/6d1b236549b8d5bc9e20786a25b7e7d1.jpg,569
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,12.55,3,In stock,Poetry,https://books.toscrape.com/media/cache/c9/76/c9767187068d80827d0967225ce3925d.jpg,570
Les Fleurs du Mal,29.04,5,In stock,Nonfiction,https://books.toscrape.com/media/cache/36/5b/365b3ab7ab72a6258873716aef6d5c1a.jpg,571
Left Behind (Left Behind #1),40.72,2,In stock,Music,https://books.toscrape.com/media/cache/d7/e2/d7e27f418884548ee1b551c67bcd222c.jpg,572
Kill 'Em and Leave: Searching for James Brown and the American Soul,45.05,5,In stock,Sequential Art,https://books.toscrape.com/media/cache/85/42/8542841f5644a6daf433504f1e106e97.jpg,573
Kierkegaard: A Christian Missionary to Christians,47.13,1,In stock,Fiction,https://books.toscrape.com/media/cache/05/ce/05ce699eaf78c0fae20308497c4f496a.jpg,574
John Vassos: Industrial Design for Modern Life,20.22,4,In stock,Default,https://books.toscrape.com/media/cache/85/a1/85a19d4c20a4801013e8108a166d10af.jpg,575
I'll Give You the Sun,56.48,1,In stock,Art,https://books.toscrape.com/media/cache/af/93/af933f86038dc55487b5bf1d81ff4bfb.jpg,576
I Will Find You,44.21,1,In stock,Philosophy,https://books.toscrape.com/media/cache/87/28/8728f8880e95b848021f6a9b3dcd07ca.jpg,577
Hystopia: A Novel,21.96,4,In stock,Default,https://books.toscrape.com/media/cache/2d/7b/2d7b77d8b45b2f8e1bc0ce20aacddad0.jpg,578
Howl and Other Poems,40.45,2,In stock,Poetry,https://books.toscrape.com/media/cache/b7/29/b7293f602efb0c17e305077f8175888a.jpg,579
History of Beauty,10.29,4,In stock,Poetry,https://books.toscrape.com/media/cache/58/a6/58a634c3231b5380544cc330536cb5ea.jpg,580
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,52.86,2,In stock,Young Adult,https://books.toscrape.com/media/cache/58/6a/586afa8809f59bff51b89b2bc4a16129.jpg,581
Future Shock (Future Shock #1),55.65,5,In stock,Default,https://books.toscrape.com/media/cache/89/10/8910c36eec96636288a9cfb61610c9fa.jpg,582
Ender's Game (The Ender Quintet #1),43.64,1,In stock,Science,https://books.toscrape.com/media/cache/8a/0d/8a0d251ccece436f956df676c99e70f7.jpg,583
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,28.41,1,In stock,Nonfiction,https://books.toscrape.com/media/cache/33/4f/334fd0ebdf0c0192baf5914d199c53b5.jpg,584
Death by Leisure: A Cautionary Tale,37.51,4,In stock,Nonfiction,https://books.toscrape.com/media/cache/7d/16/7d16c126f85826628bf9dcccd7a66b32.jpg,585
Brilliant Beacons: A History of the American Lighthouse,11.45,3,In stock,Default,https://books.toscrape.com/media/cache/56/cb/56cb66d73fb438d64af14dce8bd8b22b.jpg,586
Brazen: The Courage to Find the You That's Been Hiding,19.22,2,In stock,Travel,https://books.toscrape.com/media/cache/3a/4f/3a4fb30cfc5742f4726bc9f807b66cda.jpg,587
Between the World and Me,56.91,4,In stock,Nonfiction,https://books.toscrape.com/media/cache/73/45/7345c412c4c821f131d3c159e027c3a0.jpg,588
Being Mortal: Medicine and What Matters in the End,55.06,4,In stock,History,https://books.toscrape.com/media/cache/c7/7f/c77fdad22e40b8b923ec6c5b1f5a740f.jpg,589
"A Murder Over a Girl: Justice, Gender, Junior High",13.2,3,In stock,Spirituality,https://books.toscrape.com/media/cache/56/31/56313728d302c83f2a8c70fba635ce33.jpg,590
32 Yolks,53.63,2,In stock,Default,https://books.toscrape.com/media/cache/1d/1f/1d1fbd89f0290275b9166877663ee9f5.jpg,591
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,5,In stock,Mystery,https://books.toscrape.com/media/cache/11/af/11af7fbd6aec06a75fe207fae92b17e0.jpg,592
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,12.08,3,In stock,Childrens,https://books.toscrape.com/media/cache/9e/15/9e15d7add5090ff2a17bd71ac96aa55a.jpg,593
Wildlife of New York: A Five-Borough Coloring Book,22.14,2,In stock,Self Help,https://books.toscrape.com/media/cache/0c/07/0c07b114195b45c156f7f1e23820c49a.jpg,594
What Happened on Beale Street (Secrets of the South Mysteries #2),25.37,5,In stock,Humor,https://books.toscrape.com/media/cache/c7/ab/c7abb5e32bd37118a87523dcee0a70a6.jpg,595
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,2,In stock,History,https://books.toscrape.com/media/cache/8b/10/8b102daec94d1ea9c6fc36dd3ec1c1fe.jpg,596
Under the Tuscan Sun,37.33,3,In stock,Food and Drink,https://books.toscrape.com/media/cache/98/c2/98c2e95c5fd1a4e7cd5f2b63c52826cb.jpg,597
Toddlers Are A**holes: It's Not Your Fault,25.55,1,In stock,Default,https://books.toscrape.com/media/cache/4c/30/4c3041def6f29659e009f61e45e492b0.jpg,598
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,1,In stock,Default,https://books.toscrape.com/media/cache/8e/43/8e4335b369bdad5ccc1551e5592f89ac.jpg,599
The Whale,35.96,4,In stock,Nonfiction,https://books.toscrape.com/media/cache/6c/18/6c18ea03e294bfcfe07cf531c6c5f5b3.jpg,600
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,3,In stock,Business,https://books.toscrape.com/media/cache/39/f1/39f167dff90d7f84f5c8dc5e05d4051b.jpg,601
The Last Painting of Sara de Vos,55.55,2,In stock,Historical Fiction,https://books.toscrape.com/media/cache/bf/fd/bffd473ab232c5f35e8c81bb927f1624.jpg,602
"The Land of 10,000 Madonnas",29.64,4,In stock,Fiction,https://books.toscrape.com/media/cache/ae/93/ae93b007df22c99ea2ff2f907b06663e.jpg,603
The Infinities,27.41,1,In stock,Young Adult,https://books.toscrape.com/media/cache/9c/44/9c445b33d53b3810f1c12f4adad71a27.jpg,604
The Husband's Secret,52.51,5,In stock,Add a comment,https://books.toscrape.com/media/cache/f0/5b/f05be79a4b319e24819c318e35e6963c.jpg,605
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.8,3,In stock,Default,https://books.toscrape.com/media/cache/41/74/41747f533b211d324799a03dc64ed175.jpg,606
The Guns of August,14.54,2,In stock,Add a comment,https://books.toscrape.com/media/cache/06/c8/06c897070611b78b80a37333cbb7851c.jpg,607
The Guernsey Literary and Potato Peel Pie Society,49.53,1,In stock,Default,https://books.toscrape.com/media/cache/18/f7/18f7bf6366cd7a8b947fd790d808047b.jpg,608
The Goldfinch,43.58,3,In stock,Default,https://books.toscrape.com/media/cache/fb/4d/fb4dde3351d00ef104f29aeecd2d41fb.jpg,609
The Giver (The Giver Quartet #1),12.3,1,In stock,Science,https://books.toscrape.com/media/cache/b3/ed/b3eda9490c9e2ed02c3a8650e687731b.jpg,610
The Girl with All the Gifts,49.47,3,In stock,Fiction,https://books.toscrape.com/media/cache/41/c7/41c74d82b853606fe98182c417b4669c.jpg,611
The Girl Who Played with Fire (Millennium Trilogy #2),22.14,2,In stock,Horror,https://books.toscrape.com/media/cache/11/71/117145e4525b2e801e2cd1ba4dd70441.jpg,612
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,1,In stock,History,https://books.toscrape.com/media/cache/2a/a2/2aa2d8c4a8bfc1972c806ca16718e5c5.jpg,613
The Exiled,43.45,3,In stock,Default,https://books.toscrape.com/media/cache/2d/1a/2d1aeb1cc8a23064164e230fa232cc04.jpg,614
"The End of Faith: Religion, Terror, and the Future of Reason",22.13,4,In stock,Mystery,https://books.toscrape.com/media/cache/9d/56/9d5631724c6496b2f012fa5d2f2b6abd.jpg,615
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,4,In stock,Historical Fiction,https://books.toscrape.com/media/cache/69/c8/69c83860995cde393dbe6690ec3f1d4f.jpg,616
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,5,In stock,Womens Fiction,https://books.toscrape.com/media/cache/f9/69/f969969428b505970a46272fdcea00d3.jpg,617
The Devil Wears Prada (The Devil Wears Prada #1),44.29,1,In stock,Science,https://books.toscrape.com/media/cache/87/d3/87d34d376555dd0cb75030d1059cc144.jpg,618
The Demon-Haunted World: Science as a Candle in the Dark,52.25,4,In stock,Add a comment,https://books.toscrape.com/media/cache/4a/35/4a352dc298e4bbe6ba5f81bbc0d41ca0.jpg,619
The Day the Crayons Came Home (Crayons),26.33,5,In stock,Childrens,https://books.toscrape.com/media/cache/ec/08/ec08efebaa33a403e54080b48c139794.jpg,620
Seven Days in the Art World,52.33,2,In stock,Young Adult,https://books.toscrape.com/media/cache/35/2c/352c1a7e155c5d03d073bf8ce1564caa.jpg,621
Seven Brief Lessons on Physics,30.6,4,In stock,Add a comment,https://books.toscrape.com/media/cache/c8/63/c863c222c130a1bc8685a1242dd2523d.jpg,622
Scarlet (The Lunar Chronicles #2),14.57,4,In stock,Autobiography,https://books.toscrape.com/media/cache/b6/5c/b65c3622c0da689990fd1d7f1a0b826c.jpg,623
Sarah's Key,46.29,1,In stock,Add a comment,https://books.toscrape.com/media/cache/95/b2/95b235aeeae2d1849b78562f36e10aec.jpg,624
"Saga, Volume 3 (Saga (Collected Editions) #3)",21.57,5,In stock,Science Fiction,https://books.toscrape.com/media/cache/d8/fd/d8fd30b3e5781e880a3efe4c9495b417.jpg,625
Running with Scissors,12.91,4,In stock,Romance,https://books.toscrape.com/media/cache/66/c7/66c7a1537c8901e1e4ec217d1956bae8.jpg,626
Rogue Lawyer (Rogue Lawyer #1),50.11,3,In stock,Childrens,https://books.toscrape.com/media/cache/92/e4/92e4e180ba8fbde3b8ac0c1e71cfc5f4.jpg,627
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,4,In stock,Add a comment,https://books.toscrape.com/media/cache/05/42/05428b0c7b79d0dbc521fd621e754083.jpg,628
Rework,44.88,2,In stock,Business,https://books.toscrape.com/media/cache/54/10/5410a58193e2373c04b3021ade78a82b.jpg,629
Reservations for Two,11.1,3,In stock,Sequential Art,https://books.toscrape.com/media/cache/39/a4/39a4d96a5bc75a34aae97676a4b854fa.jpg,630
Red: The True Story of Red Riding Hood,28.54,3,In stock,Default,https://books.toscrape.com/media/cache/70/4e/704e81b05e56dd84ecf607ea283952db.jpg,631
Ready Player One,19.07,4,In stock,Sequential Art,https://books.toscrape.com/media/cache/51/34/513418bd1c6114f3ea1fd703278e20ef.jpg,632
Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,1,In stock,Default,https://books.toscrape.com/media/cache/ee/3a/ee3aebe36d1d0fa11a95a07067294b8c.jpg,633
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),43.63,3,In stock,Science,https://books.toscrape.com/media/cache/c9/a5/c9a559e3ba407c1d70ebfc4e2f0d82db.jpg,634
Persepolis: The Story of a Childhood (Persepolis #1-2),39.13,1,In stock,Default,https://books.toscrape.com/media/cache/14/98/14987a55d9609e706d2619814e2a8b0a.jpg,635
Packing for Mars: The Curious Science of Life in the Void,56.68,2,In stock,Sequential Art,https://books.toscrape.com/media/cache/8d/72/8d7216b05e1b5edf9bdb0d2db295ca33.jpg,636
Outliers: The Story of Success,14.16,1,In stock,Default,https://books.toscrape.com/media/cache/70/37/70372ab3240019fbe2de6cd407c98675.jpg,637
Original Fake,31.45,3,In stock,Nonfiction,https://books.toscrape.com/media/cache/e7/29/e72934871f9b42a807d976670a446e12.jpg,638
Orange Is the New Black,24.61,2,In stock,Nonfiction,https://books.toscrape.com/media/cache/d9/ea/d9ea34aea25469189bca07af6a18790a.jpg,639
One for the Money (Stephanie Plum #1),32.87,2,In stock,Sequential Art,https://books.toscrape.com/media/cache/4e/52/4e52f087337abef25de62845f093ed6e.jpg,640
The Silkworm (Cormoran Strike #2),23.05,5,In stock,Mystery,https://books.toscrape.com/media/cache/3a/2c/3a2c46cd40a7ecbd7c40815d6390fb8a.jpg,641
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",55.55,5,In stock,Travel,https://books.toscrape.com/media/cache/bb/18/bb1845c22faea465cad3d556d22936a2.jpg,642
The Rose & the Dagger (The Wrath and the Dawn #2),58.64,4,In stock,Fantasy,https://books.toscrape.com/media/cache/57/9c/579cd2ca789c8a796a1864d08ee8d686.jpg,643
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,1,In stock,Biography,https://books.toscrape.com/media/cache/e0/4f/e04f8eda2a2fa947aec17640202d9ab0.jpg,644
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,3,In stock,Science Fiction,https://books.toscrape.com/media/cache/ff/d4/ffd45d95f314555e20c923d3522adea7.jpg,645
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,1,In stock,Sequential Art,https://books.toscrape.com/media/cache/b8/b2/b8b2956acc758a381beef87339c0a52f.jpg,646
The Rest Is Noise: Listening to the Twentieth Century,34.77,1,In stock,Default,https://books.toscrape.com/media/cache/4d/e1/4de1d174bf4ab498788c9488c9fd29fc.jpg,647
The Red Tent,35.66,5,In stock,Young Adult,https://books.toscrape.com/media/cache/b2/8f/b28f211e50e74445ca071d4279d1080d.jpg,648
The Purpose Driven Life: What on Earth Am I Here for?,37.19,3,In stock,Fiction,https://books.toscrape.com/media/cache/95/08/9508e6b28fe4c63e67b3ef33f11eff98.jpg,649
The Purest Hook (Second Circle Tattoos #3),12.25,1,In stock,Add a comment,https://books.toscrape.com/media/cache/15/68/1568ef85fdb4e405b9f8bc62ef855c10.jpg,650
The Picture of Dorian Gray,29.7,2,In stock,Romance,https://books.toscrape.com/media/cache/a6/72/a67245346daa38c2b23a4fc64c6e7115.jpg,651
The Paris Wife,36.8,3,In stock,Womens Fiction,https://books.toscrape.com/media/cache/01/c8/01c847671683538fcf084eede54d6270.jpg,652
The Obsession,45.43,1,In stock,Add a comment,https://books.toscrape.com/media/cache/24/93/2493c74c614afcc435cc00e33bd55f64.jpg,653
The Nightingale,26.26,4,In stock,Romance,https://books.toscrape.com/media/cache/77/aa/77aa0ef1f62a0b0b40000a81f65c4e65.jpg,654
The New Guy (and Other Senior Year Distractions),44.92,3,In stock,Historical Fiction,https://books.toscrape.com/media/cache/d8/9d/d89dc869d5ea1462fd746ac6de97583f.jpg,655
The Nanny Diaries (Nanny #1),52.53,5,In stock,Childrens,https://books.toscrape.com/media/cache/63/5f/635fb981e464f7427787824b20a15e71.jpg,656
The Name of God is Mercy,37.25,2,In stock,Classics,https://books.toscrape.com/media/cache/d2/41/d241ca89679593a589a6614162ab6eb6.jpg,657
The Maze Runner (The Maze Runner #1),20.93,1,In stock,Default,https://books.toscrape.com/media/cache/5e/87/5e87e44785de47c2a03091deaa82330f.jpg,658
The Lover's Dictionary,58.09,2,In stock,Default,https://books.toscrape.com/media/cache/47/e7/47e7563b0731a2b8131233f70d211f7a.jpg,659
The Lonely Ones,43.59,5,In stock,Nonfiction,https://books.toscrape.com/media/cache/21/bd/21bdf7ae21476b1debf4aa3eefe6f29d.jpg,660
Shopaholic Ties the Knot (Shopaholic #3),48.39,5,In stock,Fantasy,https://books.toscrape.com/media/cache/ac/ba/acba5e4e1813b8c1fff4890f1efef3ab.jpg,661
